 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,123.868,2.529,118,143,595.886,49547,1
2,4.811,117.575,2.549,111,128,565.615,47030,2
3,4.811,279.495,18.057,247,357,1344.558,111798,3
4,4.811,146.410,3.360,138,159,704.330,58564,4
