 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,121.585,2.787,113,130,584.905,48634,1
2,4.811,168.685,12.617,145,210,811.488,67474,2
3,4.811,373.950,25.005,324,482,1798.950,149580,3
4,4.811,134.915,4.384,123,156,649.032,53966,4
