 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,113.065,2.383,106,121,543.918,45226,1
2,4.811,106.078,1.903,99,112,510.304,42431,2
3,4.811,208.222,7.050,187,235,1001.690,83289,3
4,4.811,137.778,3.336,129,152,662.802,55111,4
