 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,116.668,2.113,109,126,561.249,46667,1
2,4.811,123.362,2.497,116,132,593.456,49345,2
3,4.811,237.843,12.790,210,288,1144.182,95137,3
4,4.811,126.045,2.872,119,137,606.361,50418,4
