 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,120.615,2.393,113,133,580.239,48246,1
2,4.811,134.875,4.480,125,148,648.839,53950,2
3,4.811,246.110,7.872,227,272,1183.954,98444,3
4,4.811,132.852,2.782,125,144,639.110,53141,4
