 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,118.293,2.300,112,127,569.066,47317,1
2,4.811,126.683,2.497,119,133,609.428,50673,2
3,4.811,220.447,5.871,205,238,1060.500,88179,3
4,4.811,131.938,2.817,124,140,634.708,52775,4
