 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,119.853,2.639,113,129,576.571,47941,1
2,4.811,133.183,4.064,123,145,640.697,53273,2
3,4.811,326.255,18.241,270,377,1569.505,130502,3
4,4.811,128.090,3.046,120,138,616.199,51236,4
