 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,121.155,2.983,114,130,582.837,48462.000,1
2,4.811,157.380,8.987,143,200,757.103,62952.000,2
3,4.811,300.775,30.490,249,396,1446.929,120310.000,3
4,4.811,136.637,3.176,128,148,657.318,54655.000,4
