 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,113.475,2.332,107,120,545.891,45390,1
2,4.811,122.725,2.918,113,131,590.389,49090,2
3,4.811,340.240,32.036,294,525,1636.782,136096,3
4,4.811,137.382,3.351,128,145,660.902,54953,4
