 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen,Ch
1,4.811,119.645,2.781,111,133,575.573,47858,1
2,4.811,211.775,29.151,160,289,1018.780,84710,2
3,4.811,323.815,26.678,268,417,1557.767,129526,3
4,4.811,134.928,3.997,125,147,649.092,53971,4
